1.022000000000000000e+03,1.020000000000000000e+03,1.019000000000000000e+03,1.018000000000000000e+03,1.016000000000000000e+03,1.015000000000000000e+03,1.014000000000000000e+03,2.200000000000000000e+01,2.300000000000000000e+01,2.500000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01,3.000000000000000000e+01,3.200000000000000000e+01,3.300000000000000000e+01,3.300000000000000000e+01,3.400000000000000000e+01,9.960000000000000000e+02,9.950000000000000000e+02,9.940000000000000000e+02,3.400000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01,3.500000000000000000e+01,3.500000000000000000e+01,3.700000000000000000e+01,3.900000000000000000e+01,4.100000000000000000e+01,9.900000000000000000e+02,9.900000000000000000e+02,4.500000000000000000e+01,4.700000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,4.900000000000000000e+01,9.880000000000000000e+02,9.880000000000000000e+02,9.880000000000000000e+02,9.880000000000000000e+02,4.700000000000000000e+01,4.600000000000000000e+01,4.500000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,9.870000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,5.500000000000000000e+01,5.500000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01,5.500000000000000000e+01,5.400000000000000000e+01,5.300000000000000000e+01,5.300000000000000000e+01,5.200000000000000000e+01,5.100000000000000000e+01,5.300000000000000000e+01,5.600000000000000000e+01,6.000000000000000000e+01,6.700000000000000000e+01,7.700000000000000000e+01,8.700000000000000000e+01,9.800000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02
1.000000000000000000e+01,1.020000000000000000e+03,1.018000000000000000e+03,1.017000000000000000e+03,1.015000000000000000e+03,1.014000000000000000e+03,1.012000000000000000e+03,2.500000000000000000e+01,1.012000000000000000e+03,1.008000000000000000e+03,1.005000000000000000e+03,1.004000000000000000e+03,3.200000000000000000e+01,3.500000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01,3.700000000000000000e+01,3.800000000000000000e+01,3.600000000000000000e+01,9.920000000000000000e+02,3.600000000000000000e+01,3.700000000000000000e+01,3.800000000000000000e+01,3.600000000000000000e+01,3.500000000000000000e+01,3.800000000000000000e+01,9.890000000000000000e+02,3.900000000000000000e+01,4.100000000000000000e+01,4.200000000000000000e+01,4.500000000000000000e+01,4.700000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,9.870000000000000000e+02,9.870000000000000000e+02,9.870000000000000000e+02,9.870000000000000000e+02,9.870000000000000000e+02,9.870000000000000000e+02,4.700000000000000000e+01,4.500000000000000000e+01,4.400000000000000000e+01,4.300000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,9.870000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,5.700000000000000000e+01,5.600000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01,5.200000000000000000e+01,5.200000000000000000e+01,5.200000000000000000e+01,5.600000000000000000e+01,6.000000000000000000e+01,6.500000000000000000e+01,7.500000000000000000e+01,8.500000000000000000e+01,9.500000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02
1.100000000000000000e+01,1.600000000000000000e+01,1.017000000000000000e+03,1.015000000000000000e+03,1.014000000000000000e+03,1.012000000000000000e+03,1.009000000000000000e+03,1.009000000000000000e+03,1.010000000000000000e+03,1.006000000000000000e+03,1.003000000000000000e+03,1.002000000000000000e+03,1.001000000000000000e+03,3.600000000000000000e+01,3.700000000000000000e+01,3.800000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,9.910000000000000000e+02,9.900000000000000000e+02,9.900000000000000000e+02,9.900000000000000000e+02,4.100000000000000000e+01,4.000000000000000000e+01,3.900000000000000000e+01,9.880000000000000000e+02,9.880000000000000000e+02,9.880000000000000000e+02,4.200000000000000000e+01,4.300000000000000000e+01,4.500000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,9.870000000000000000e+02,9.870000000000000000e+02,9.870000000000000000e+02,9.870000000000000000e+02,9.870000000000000000e+02,4.800000000000000000e+01,4.800000000000000000e+01,4.500000000000000000e+01,4.400000000000000000e+01,4.500000000000000000e+01,4.500000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,5.800000000000000000e+01,5.800000000000000000e+01,5.600000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.400000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.400000000000000000e+01,5.400000000000000000e+01,5.500000000000000000e+01,5.500000000000000000e+01,5.700000000000000000e+01,6.100000000000000000e+01,6.600000000000000000e+01,7.500000000000000000e+01,8.400000000000000000e+01,9.500000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02
1.200000000000000000e+01,1.500000000000000000e+01,1.017000000000000000e+03,1.015000000000000000e+03,1.013000000000000000e+03,1.010000000000000000e+03,1.007000000000000000e+03,3.100000000000000000e+01,1.007000000000000000e+03,1.004000000000000000e+03,1.001000000000000000e+03,1.000000000000000000e+03,9.990000000000000000e+02,3.800000000000000000e+01,3.900000000000000000e+01,3.900000000000000000e+01,4.100000000000000000e+01,4.300000000000000000e+01,4.300000000000000000e+01,9.890000000000000000e+02,9.890000000000000000e+02,9.890000000000000000e+02,4.200000000000000000e+01,4.200000000000000000e+01,4.100000000000000000e+01,9.880000000000000000e+02,9.880000000000000000e+02,9.880000000000000000e+02,9.870000000000000000e+02,4.400000000000000000e+01,4.600000000000000000e+01,4.800000000000000000e+01,4.800000000000000000e+01,4.900000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,9.870000000000000000e+02,9.870000000000000000e+02,9.870000000000000000e+02,4.800000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.800000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,4.700000000000000000e+01,4.900000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,6.000000000000000000e+01,6.000000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,5.800000000000000000e+01,5.700000000000000000e+01,5.700000000000000000e+01,5.600000000000000000e+01,5.600000000000000000e+01,5.600000000000000000e+01,5.600000000000000000e+01,5.600000000000000000e+01,5.700000000000000000e+01,5.700000000000000000e+01,5.800000000000000000e+01,6.000000000000000000e+01,6.400000000000000000e+01,6.800000000000000000e+01,7.600000000000000000e+01,8.600000000000000000e+01,9.500000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02
1.100000000000000000e+01,1.400000000000000000e+01,1.800000000000000000e+01,1.015000000000000000e+03,1.013000000000000000e+03,1.010000000000000000e+03,1.007000000000000000e+03,3.000000000000000000e+01,3.400000000000000000e+01,1.002000000000000000e+03,9.990000000000000000e+02,9.980000000000000000e+02,3.900000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.100000000000000000e+01,4.200000000000000000e+01,4.400000000000000000e+01,4.500000000000000000e+01,4.400000000000000000e+01,9.890000000000000000e+02,4.400000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,9.870000000000000000e+02,9.870000000000000000e+02,4.300000000000000000e+01,4.300000000000000000e+01,4.400000000000000000e+01,4.600000000000000000e+01,4.800000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,5.000000000000000000e+01,4.900000000000000000e+01,4.800000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,6.200000000000000000e+01,6.200000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,5.900000000000000000e+01,5.900000000000000000e+01,5.900000000000000000e+01,5.900000000000000000e+01,5.800000000000000000e+01,5.900000000000000000e+01,6.000000000000000000e+01,6.100000000000000000e+01,6.100000000000000000e+01,6.200000000000000000e+01,6.300000000000000000e+01,6.700000000000000000e+01,7.100000000000000000e+01,7.800000000000000000e+01,8.600000000000000000e+01,9.600000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02
9.000000000000000000e+00,1.200000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,1.013000000000000000e+03,1.010000000000000000e+03,2.600000000000000000e+01,2.900000000000000000e+01,3.300000000000000000e+01,3.700000000000000000e+01,3.800000000000000000e+01,9.960000000000000000e+02,3.900000000000000000e+01,4.000000000000000000e+01,4.100000000000000000e+01,9.920000000000000000e+02,9.910000000000000000e+02,4.400000000000000000e+01,4.500000000000000000e+01,4.600000000000000000e+01,4.500000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,4.200000000000000000e+01,4.100000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,4.300000000000000000e+01,4.400000000000000000e+01,4.700000000000000000e+01,4.900000000000000000e+01,5.000000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.800000000000000000e+01,4.900000000000000000e+01,5.000000000000000000e+01,5.100000000000000000e+01,5.100000000000000000e+01,5.100000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,6.400000000000000000e+01,6.300000000000000000e+01,6.200000000000000000e+01,6.200000000000000000e+01,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,6.000000000000000000e+01,6.000000000000000000e+01,6.100000000000000000e+01,6.100000000000000000e+01,6.200000000000000000e+01,6.400000000000000000e+01,6.400000000000000000e+01,6.500000000000000000e+01,6.600000000000000000e+01,7.000000000000000000e+01,7.400000000000000000e+01,7.900000000000000000e+01,8.800000000000000000e+01,9.700000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02
7.000000000000000000e+00,1.300000000000000000e+01,1.015000000000000000e+03,1.800000000000000000e+01,1.900000000000000000e+01,2.200000000000000000e+01,2.400000000000000000e+01,2.800000000000000000e+01,3.100000000000000000e+01,9.990000000000000000e+02,9.970000000000000000e+02,9.960000000000000000e+02,9.950000000000000000e+02,4.000000000000000000e+01,9.920000000000000000e+02,9.910000000000000000e+02,9.900000000000000000e+02,9.890000000000000000e+02,4.700000000000000000e+01,4.700000000000000000e+01,4.700000000000000000e+01,4.500000000000000000e+01,4.500000000000000000e+01,4.500000000000000000e+01,4.300000000000000000e+01,4.300000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,4.200000000000000000e+01,4.100000000000000000e+01,4.100000000000000000e+01,4.300000000000000000e+01,4.500000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,4.800000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,5.200000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,6.500000000000000000e+01,6.600000000000000000e+01,6.600000000000000000e+01,6.500000000000000000e+01,6.400000000000000000e+01,6.300000000000000000e+01,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,6.100000000000000000e+01,6.200000000000000000e+01,6.200000000000000000e+01,6.400000000000000000e+01,6.600000000000000000e+01,6.600000000000000000e+01,6.900000000000000000e+01,7.000000000000000000e+01,7.200000000000000000e+01,7.600000000000000000e+01,8.100000000000000000e+01,9.000000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02
9.000000000000000000e+00,1.016000000000000000e+03,1.014000000000000000e+03,1.013000000000000000e+03,1.700000000000000000e+01,2.000000000000000000e+01,1.007000000000000000e+03,1.004000000000000000e+03,3.000000000000000000e+01,3.500000000000000000e+01,9.960000000000000000e+02,9.950000000000000000e+02,9.940000000000000000e+02,4.000000000000000000e+01,4.100000000000000000e+01,9.910000000000000000e+02,9.900000000000000000e+02,9.890000000000000000e+02,4.800000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,4.600000000000000000e+01,4.500000000000000000e+01,4.400000000000000000e+01,4.500000000000000000e+01,4.500000000000000000e+01,4.400000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,4.300000000000000000e+01,4.500000000000000000e+01,4.700000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,5.500000000000000000e+01,9.850000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,6.500000000000000000e+01,9.850000000000000000e+02,9.840000000000000000e+02,6.500000000000000000e+01,6.400000000000000000e+01,6.300000000000000000e+01,6.200000000000000000e+01,6.200000000000000000e+01,9.830000000000000000e+02,9.830000000000000000e+02,9.840000000000000000e+02,6.200000000000000000e+01,6.300000000000000000e+01,6.300000000000000000e+01,6.500000000000000000e+01,6.700000000000000000e+01,6.800000000000000000e+01,7.000000000000000000e+01,7.200000000000000000e+01,7.500000000000000000e+01,7.900000000000000000e+01,8.400000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02
1.100000000000000000e+01,1.016000000000000000e+03,1.014000000000000000e+03,1.013000000000000000e+03,1.012000000000000000e+03,1.009000000000000000e+03,1.006000000000000000e+03,1.003000000000000000e+03,1.001000000000000000e+03,3.200000000000000000e+01,3.600000000000000000e+01,9.950000000000000000e+02,3.800000000000000000e+01,3.900000000000000000e+01,4.100000000000000000e+01,4.300000000000000000e+01,9.900000000000000000e+02,4.600000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.800000000000000000e+01,4.700000000000000000e+01,4.700000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,4.700000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,4.600000000000000000e+01,4.300000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,4.400000000000000000e+01,4.600000000000000000e+01,4.800000000000000000e+01,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,5.600000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,6.300000000000000000e+01,6.300000000000000000e+01,6.300000000000000000e+01,6.200000000000000000e+01,6.400000000000000000e+01,9.840000000000000000e+02,6.300000000000000000e+01,6.300000000000000000e+01,6.200000000000000000e+01,6.400000000000000000e+01,6.600000000000000000e+01,6.700000000000000000e+01,6.900000000000000000e+01,7.100000000000000000e+01,7.200000000000000000e+01,7.600000000000000000e+01,8.000000000000000000e+01,8.400000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02
1.100000000000000000e+01,1.400000000000000000e+01,1.015000000000000000e+03,1.014000000000000000e+03,1.600000000000000000e+01,1.900000000000000000e+01,1.006000000000000000e+03,1.003000000000000000e+03,2.800000000000000000e+01,3.200000000000000000e+01,3.600000000000000000e+01,9.950000000000000000e+02,9.930000000000000000e+02,9.920000000000000000e+02,9.910000000000000000e+02,4.200000000000000000e+01,4.400000000000000000e+01,4.700000000000000000e+01,9.870000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,4.800000000000000000e+01,4.800000000000000000e+01,4.900000000000000000e+01,4.800000000000000000e+01,4.800000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,4.500000000000000000e+01,4.700000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,5.600000000000000000e+01,5.700000000000000000e+01,5.700000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,6.400000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,6.300000000000000000e+01,6.300000000000000000e+01,6.300000000000000000e+01,6.300000000000000000e+01,6.300000000000000000e+01,6.300000000000000000e+01,9.850000000000000000e+02,6.400000000000000000e+01,6.400000000000000000e+01,6.600000000000000000e+01,6.800000000000000000e+01,7.000000000000000000e+01,7.200000000000000000e+01,7.400000000000000000e+01,7.700000000000000000e+01,8.100000000000000000e+01,8.400000000000000000e+01,9.840000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02
1.300000000000000000e+01,1.400000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,2.100000000000000000e+01,2.400000000000000000e+01,2.800000000000000000e+01,3.300000000000000000e+01,9.960000000000000000e+02,9.940000000000000000e+02,9.930000000000000000e+02,9.920000000000000000e+02,9.910000000000000000e+02,9.900000000000000000e+02,4.400000000000000000e+01,9.880000000000000000e+02,9.870000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,4.900000000000000000e+01,4.900000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,4.700000000000000000e+01,4.500000000000000000e+01,4.400000000000000000e+01,4.600000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.900000000000000000e+01,4.700000000000000000e+01,4.900000000000000000e+01,5.200000000000000000e+01,5.500000000000000000e+01,5.600000000000000000e+01,5.700000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,5.800000000000000000e+01,5.900000000000000000e+01,5.900000000000000000e+01,6.200000000000000000e+01,6.400000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,6.300000000000000000e+01,6.300000000000000000e+01,6.400000000000000000e+01,9.840000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,6.700000000000000000e+01,6.800000000000000000e+01,7.000000000000000000e+01,7.200000000000000000e+01,7.400000000000000000e+01,7.700000000000000000e+01,8.000000000000000000e+01,8.500000000000000000e+01,8.900000000000000000e+01,9.840000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02
1.400000000000000000e+01,1.500000000000000000e+01,1.700000000000000000e+01,1.900000000000000000e+01,1.800000000000000000e+01,2.000000000000000000e+01,1.006000000000000000e+03,1.003000000000000000e+03,2.900000000000000000e+01,3.300000000000000000e+01,9.960000000000000000e+02,9.940000000000000000e+02,9.930000000000000000e+02,9.920000000000000000e+02,9.910000000000000000e+02,9.900000000000000000e+02,4.300000000000000000e+01,9.880000000000000000e+02,9.870000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,5.100000000000000000e+01,5.100000000000000000e+01,4.800000000000000000e+01,4.500000000000000000e+01,4.300000000000000000e+01,4.500000000000000000e+01,4.600000000000000000e+01,4.600000000000000000e+01,4.700000000000000000e+01,4.600000000000000000e+01,4.600000000000000000e+01,4.600000000000000000e+01,4.500000000000000000e+01,4.600000000000000000e+01,5.000000000000000000e+01,5.300000000000000000e+01,5.500000000000000000e+01,9.850000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,6.100000000000000000e+01,6.300000000000000000e+01,6.600000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,6.300000000000000000e+01,6.300000000000000000e+01,6.300000000000000000e+01,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.850000000000000000e+02,7.200000000000000000e+01,7.400000000000000000e+01,7.800000000000000000e+01,8.000000000000000000e+01,8.100000000000000000e+01,8.700000000000000000e+01,9.200000000000000000e+01,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.850000000000000000e+02
1.017000000000000000e+03,1.700000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,1.900000000000000000e+01,1.010000000000000000e+03,1.006000000000000000e+03,1.003000000000000000e+03,1.000000000000000000e+03,3.200000000000000000e+01,9.960000000000000000e+02,9.940000000000000000e+02,9.930000000000000000e+02,9.920000000000000000e+02,9.910000000000000000e+02,4.000000000000000000e+01,4.200000000000000000e+01,4.600000000000000000e+01,9.870000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,5.100000000000000000e+01,5.100000000000000000e+01,4.900000000000000000e+01,4.600000000000000000e+01,4.400000000000000000e+01,4.600000000000000000e+01,4.700000000000000000e+01,4.700000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,4.900000000000000000e+01,5.200000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,6.300000000000000000e+01,6.600000000000000000e+01,6.900000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,6.200000000000000000e+01,6.200000000000000000e+01,6.200000000000000000e+01,6.300000000000000000e+01,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,7.500000000000000000e+01,7.800000000000000000e+01,8.100000000000000000e+01,8.300000000000000000e+01,8.800000000000000000e+01,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.850000000000000000e+02
1.015000000000000000e+03,2.000000000000000000e+01,2.200000000000000000e+01,2.200000000000000000e+01,1.012000000000000000e+03,1.010000000000000000e+03,1.006000000000000000e+03,1.003000000000000000e+03,1.001000000000000000e+03,9.980000000000000000e+02,9.960000000000000000e+02,9.940000000000000000e+02,9.930000000000000000e+02,9.920000000000000000e+02,3.700000000000000000e+01,3.900000000000000000e+01,4.100000000000000000e+01,4.500000000000000000e+01,5.000000000000000000e+01,9.860000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,5.100000000000000000e+01,5.100000000000000000e+01,4.900000000000000000e+01,4.600000000000000000e+01,4.500000000000000000e+01,4.700000000000000000e+01,4.800000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.860000000000000000e+02,9.860000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,5.300000000000000000e+01,5.400000000000000000e+01,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,6.100000000000000000e+01,6.100000000000000000e+01,6.200000000000000000e+01,6.200000000000000000e+01,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,7.700000000000000000e+01,8.100000000000000000e+01,8.400000000000000000e+01,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.840000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02,9.850000000000000000e+02
